"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"JA000047759","1951-02-06","35.017","135.733","46.0","KYOTO, JA","   11",",,I",,,"   31",",,I","  -36",",,I",,
"JA000047759","1951-02-07","35.017","135.733","46.0","KYOTO, JA","    8",",,I",,,"   67",",,I","  -18",",,I",,
"JA000047759","1951-02-08","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   87",",,I","  -24",",,I",,
"JA000047759","1951-02-09","35.017","135.733","46.0","KYOTO, JA","  157",",,I",,,"   91",",,I","   23",",,I",,
"JA000047759","1951-02-10","35.017","135.733","46.0","KYOTO, JA","    4",",,I",,,"  127",",,I","   17",",,I",,
"JA000047759","1951-02-11","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   67",",,I","   -6",",,I",,
"JA000047759","1951-02-12","35.017","135.733","46.0","KYOTO, JA","    1",",,I",,,"   81",",,I","  -29",",,I",,
"JA000047759","1951-02-13","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"   71",",,I","   -2",",,I",,
"JA000047759","1951-02-14","35.017","135.733","46.0","KYOTO, JA","  118",",,I",,,"   34",",,I","  -17",",,I",,
"JA000047759","1951-02-15","35.017","135.733","46.0","KYOTO, JA","    9",",,I",,,"   57",",,I","   11",",,I",,
"JA000047759","1951-02-16","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   55",",,I","   -4",",,I",,
"JA000047759","1951-02-17","35.017","135.733","46.0","KYOTO, JA","    6",",,I",,,"   87",",,I","   -5",",,I",,
"JA000047759","1951-02-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   89",",,I","  -28",",,I",,
"JA000047759","1951-02-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  122",",,I","   19",",,I",,
"JA000047759","1951-02-20","35.017","135.733","46.0","KYOTO, JA","    8",",,I",,,"   87",",,I","   -8",",,I",,
"JA000047759","1951-02-21","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  164",",,I","  -35",",,I",,
"JA000047759","1951-02-22","35.017","135.733","46.0","KYOTO, JA","  140",",,I",,,"  148",",,I","   62",",,I",,
"JA000047759","1951-02-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  196",",,I","   34",",,I",,
"JA000047759","1951-02-24","35.017","135.733","46.0","KYOTO, JA","   12",",,I",,,"  141",",,I","   69",",,I",,
"JA000047759","1951-02-25","35.017","135.733","46.0","KYOTO, JA","  265",",,I",,,"  121",",,I","   55",",,I",,
"JA000047759","1951-02-26","35.017","135.733","46.0","KYOTO, JA","    4",",,I",,,"  138",",,I","   60",",,I",,
"JA000047759","1951-02-27","35.017","135.733","46.0","KYOTO, JA","    2",",,I",,,"  134",",,I","   44",",,I",,
"JA000047759","1951-02-28","35.017","135.733","46.0","KYOTO, JA","    8",",,I",,,"  151",",,I","   92",",,I",,
"JA000047759","1951-03-01","35.017","135.733","46.0","KYOTO, JA","   78",",,I",,,"  153",",,I","   62",",,I",,
"JA000047759","1951-03-02","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   81",",,I","    7",",,I",,
"JA000047759","1951-03-03","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   75",",,I","  -26",",,I",,
"JA000047759","1951-03-04","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   74",",,I","  -44",",,I",,
"JA000047759","1951-03-05","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   76",",,I","  -25",",,I",,
"JA000047759","1951-03-06","35.017","135.733","46.0","KYOTO, JA","  341",",,I",,,"  113",",,I","    6",",,I",,
"JA000047759","1951-03-07","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"  110",",,I","   35",",,I",,
"JA000047759","1951-03-08","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  108",",,I","    1",",,I",,
"JA000047759","1951-03-09","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  158",",,I","  -18",",,I",,
"JA000047759","1951-03-10","35.017","135.733","46.0","KYOTO, JA","  122",",,I",,,"  132",",,I","   72",",,I",,
"JA000047759","1951-03-11","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  168",",,I","   41",",,I",,
"JA000047759","1951-03-12","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  100",",,I","    9",",,I",,
"JA000047759","1951-03-13","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  120",",,I","   -7",",,I",,
"JA000047759","1951-03-14","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  150",",,I","   -2",",,I",,
"JA000047759","1951-03-15","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  191",",,I","   57",",,I",,
"JA000047759","1951-03-16","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  177",",,I","   25",",,I",,
"JA000047759","1951-03-17","35.017","135.733","46.0","KYOTO, JA","   72",",,I",,,"  181",",,I","   48",",,I",,
"JA000047759","1951-03-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  176",",,I","   63",",,I",,
"JA000047759","1951-03-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  118",",,I","   47",",,I",,
"JA000047759","1951-03-20","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  118",",,I","   16",",,I",,
"JA000047759","1951-03-21","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  123",",,I","   -5",",,I",,
"JA000047759","1951-03-22","35.017","135.733","46.0","KYOTO, JA","    9",",,I",,,"  140",",,I","   27",",,I",,
"JA000047759","1951-03-23","35.017","135.733","46.0","KYOTO, JA","   19",",,I",,,"   85",",,I","   -1",",,I",,
"JA000047759","1951-03-24","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  145",",,I","  -17",",,I",,
"JA000047759","1951-03-25","35.017","135.733","46.0","KYOTO, JA","   35",",,I",,,"  144",",,I","   -2",",,I",,
"JA000047759","1951-03-26","35.017","135.733","46.0","KYOTO, JA","   58",",,I",,,"  144",",,I","   93",",,I",,
"JA000047759","1951-03-27","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  163",",,I","   69",",,I",,
"JA000047759","1951-03-28","35.017","135.733","46.0","KYOTO, JA","  282",",,I",,,"  127",",,I","   77",",,I",,
"JA000047759","1951-03-29","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  157",",,I","   59",",,I",,
"JA000047759","1951-03-30","35.017","135.733","46.0","KYOTO, JA","    3",",,I",,,"  103",",,I","   19",",,I",,
"JA000047759","1951-03-31","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  177",",,I","  -11",",,I",,
"JA000047759","1951-04-01","35.017","135.733","46.0","KYOTO, JA","  140",",,I",,,"  138",",,I","   80",",,I",,
"JA000047759","1951-04-02","35.017","135.733","46.0","KYOTO, JA","   31",",,I",,,"  179",",,I","  106",",,I",,
"JA000047759","1951-04-03","35.017","135.733","46.0","KYOTO, JA","  177",",,I",,,"  130",",,I","   95",",,I",,
"JA000047759","1951-04-04","35.017","135.733","46.0","KYOTO, JA","  150",",,I",,,"  178",",,I","   87",",,I",,
"JA000047759","1951-04-05","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  189",",,I","   45",",,I",,
"JA000047759","1951-04-06","35.017","135.733","46.0","KYOTO, JA","  193",",,I",,,"  136",",,I","   90",",,I",,
"JA000047759","1951-04-07","35.017","135.733","46.0","KYOTO, JA","  245",",,I",,,"  161",",,I","  106",",,I",,
"JA000047759","1951-04-08","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  213",",,I","  103",",,I",,
"JA000047759","1951-04-09","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  200",",,I","   63",",,I",,
"JA000047759","1951-04-10","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  159",",,I","   25",",,I",,
"JA000047759","1951-04-11","35.017","135.733","46.0","KYOTO, JA","  135",",,I",,,"  133",",,I","  105",",,I",,
"JA000047759","1951-04-12","35.017","135.733","46.0","KYOTO, JA","   98",",,I",,,"  147",",,I","   75",",,I",,
"JA000047759","1951-04-13","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  174",",,I","   32",",,I",,
"JA000047759","1951-04-14","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  211",",,I","   33",",,I",,
"JA000047759","1951-04-15","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  192",",,I","   84",",,I",,
"JA000047759","1951-04-16","35.017","135.733","46.0","KYOTO, JA","   89",",,I",,,"  210",",,I","   57",",,I",,
"JA000047759","1951-04-17","35.017","135.733","46.0","KYOTO, JA","   38",",,I",,,"  174",",,I","   55",",,I",,
"JA000047759","1951-04-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  194",",,I","   21",",,I",,
"JA000047759","1951-04-19","35.017","135.733","46.0","KYOTO, JA","   82",",,I",,,"  159",",,I","   67",",,I",,
"JA000047759","1951-04-20","35.017","135.733","46.0","KYOTO, JA","    2",",,I",,,"  185",",,I","  126",",,I",,
"JA000047759","1951-04-21","35.017","135.733","46.0","KYOTO, JA","    1",",,I",,,"  210",",,I","  103",",,I",,
"JA000047759","1951-04-22","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  179",",,I","   63",",,I",,
"JA000047759","1951-04-23","35.017","135.733","46.0","KYOTO, JA","    2",",,I",,,"  195",",,I","   69",",,I",,
"JA000047759","1951-04-24","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  188",",,I","   36",",,I",,
"JA000047759","1951-04-25","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  180",",,I","   27",",,I",,
"JA000047759","1951-04-26","35.017","135.733","46.0","KYOTO, JA","    1",",,I",,,"  216",",,I","   32",",,I",,
"JA000047759","1951-04-27","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  221",",,I","   60",",,I",,
"JA000047759","1951-04-28","35.017","135.733","46.0","KYOTO, JA","   79",",,I",,,"  205",",,I","  132",",,I",,
"JA000047759","1951-04-29","35.017","135.733","46.0","KYOTO, JA","  222",",,I",,,"  230",",,I","  136",",,I",,
"JA000047759","1951-04-30","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  221",",,I","   99",",,I",,
"JA000047759","1951-05-01","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  207",",,I","   65",",,I",,
"JA000047759","1951-05-02","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  252",",,I","   59",",,I",,
"JA000047759","1951-05-03","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  270",",,I","   69",",,I",,
"JA000047759","1951-05-04","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  272",",,I","   89",",,I",,
"JA000047759","1951-05-05","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  218",",,I","  119",",,I",,
"JA000047759","1951-05-06","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  246",",,I","   76",",,I",,
"JA000047759","1951-05-07","35.017","135.733","46.0","KYOTO, JA","   28",",,I",,,"  261",",,I","  102",",,I",,
"JA000047759","1951-05-08","35.017","135.733","46.0","KYOTO, JA","  228",",,I",,,"  186",",,I","  160",",,I",,
"JA000047759","1951-05-09","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  226",",,I","  134",",,I",,
"JA000047759","1951-05-10","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  279",",,I","   94",",,I",,
"JA000047759","1951-05-11","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  272",",,I","  120",",,I",,
"JA000047759","1951-05-12","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  306",",,I","  132",",,I",,
"JA000047759","1951-05-13","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  285",",,I","  132",",,I",,
"JA000047759","1951-05-14","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  226",",,I","  151",",,I",,
"JA000047759","1951-05-15","35.017","135.733","46.0","KYOTO, JA","  206",",,I",,,"  221",",,I","  160",",,I",,
"JA000047759","1951-05-16","35.017","135.733","46.0","KYOTO, JA","   22",",,I",,,"  261",",,I","  168",",,I",,
"JA000047759","1951-05-17","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"  255",",,I","  151",",,I",,
"JA000047759","1951-05-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  228",",,I","  124",",,I",,
"JA000047759","1951-05-19","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  217",",,I","   90",",,I",,
"JA000047759","1951-05-20","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  214",",,I","   93",",,I",,
"JA000047759","1951-05-21","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  248",",,I","   63",",,I",,
"JA000047759","1951-05-22","35.017","135.733","46.0","KYOTO, JA","   56",",,I",,,"  238",",,I","  136",",,I",,
"JA000047759","1951-05-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  265",",,I","  123",",,I",,
"JA000047759","1951-05-24","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  286",",,I","  115",",,I",,
"JA000047759","1951-05-25","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  303",",,I","  131",",,I",,
"JA000047759","1951-05-26","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  262",",,I","  176",",,I",,
"JA000047759","1951-05-27","35.017","135.733","46.0","KYOTO, JA","  264",",,I",,,"  214",",,I","  165",",,I",,
"JA000047759","1951-05-28","35.017","135.733","46.0","KYOTO, JA","    6",",,I",,,"  232",",,I","  161",",,I",,
"JA000047759","1951-05-29","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  273",",,I","  136",",,I",,
"JA000047759","1951-05-30","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  315",",,I","  126",",,I",,
"JA000047759","1951-05-31","35.017","135.733","46.0","KYOTO, JA","  357",",,I",,,"  236",",,I","  178",",,I",,
"JA000047759","1951-06-01","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  277",",,I","  174",",,I",,
"JA000047759","1951-06-02","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  330",",,I","  143",",,I",,
"JA000047759","1951-06-03","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  297",",,I","  177",",,I",,
"JA000047759","1951-06-04","35.017","135.733","46.0","KYOTO, JA","  176",",,I",,,"  264",",,I","  182",",,I",,
"JA000047759","1951-06-05","35.017","135.733","46.0","KYOTO, JA","   25",",,I",,,"  248",",,I","  142",",,I",,
"JA000047759","1951-06-06","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  274",",,I","  135",",,I",,
"JA000047759","1951-06-07","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  256",",,I","  161",",,I",,
"JA000047759","1951-06-08","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  285",",,I","  168",",,I",,
"JA000047759","1951-06-09","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"  276",",,I","  168",",,I",,
"JA000047759","1951-06-10","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  286",",,I","  132",",,I",,
"JA000047759","1951-06-11","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  286",",,I","  136",",,I",,
"JA000047759","1951-06-12","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  264",",,I","  152",",,I",,
"JA000047759","1951-06-13","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  280",",,I","  119",",,I",,
"JA000047759","1951-06-14","35.017","135.733","46.0","KYOTO, JA","    9",",,I",,,"  272",",,I","  139",",,I",,
"JA000047759","1951-06-15","35.017","135.733","46.0","KYOTO, JA","  348",",,I",,,"  214",",,I","  159",",,I",,
"JA000047759","1951-06-16","35.017","135.733","46.0","KYOTO, JA","  232",",,I",,,"  245",",,I","  170",",,I",,
"JA000047759","1951-06-17","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  285",",,I","  147",",,I",,
"JA000047759","1951-06-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  285",",,I","  138",",,I",,
"JA000047759","1951-06-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  304",",,I","  141",",,I",,
"JA000047759","1951-06-20","35.017","135.733","46.0","KYOTO, JA","    1",",,I",,,"  309",",,I","  173",",,I",,
"JA000047759","1951-06-21","35.017","135.733","46.0","KYOTO, JA","  270",",,I",,,"  264",",,I","  195",",,I",,
"JA000047759","1951-06-22","35.017","135.733","46.0","KYOTO, JA","   80",",,I",,,"  270",",,I","  179",",,I",,
"JA000047759","1951-06-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  268",",,I","  140",",,I",,
"JA000047759","1951-06-24","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  290",",,I","  122",",,I",,
"JA000047759","1951-06-25","35.017","135.733","46.0","KYOTO, JA","   83",",,I",,,"  219",",,I","  164",",,I",,
"JA000047759","1951-06-26","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  280",",,I","  148",",,I",,
"JA000047759","1951-06-27","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  295",",,I","  155",",,I",,
"JA000047759","1951-06-28","35.017","135.733","46.0","KYOTO, JA","  167",",,I",,,"  246",",,I","  197",",,I",,
"JA000047759","1951-06-29","35.017","135.733","46.0","KYOTO, JA","    4",",,I",,,"  275",",,I","  201",",,I",,
"JA000047759","1951-06-30","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  277",",,I","  178",",,I",,
"JA000047759","1951-07-01","35.017","135.733","46.0","KYOTO, JA","   94",",,I",,,"  287",",,I","  216",",,I",,
"JA000047759","1951-07-02","35.017","135.733","46.0","KYOTO, JA","  579",",,I",,,"  262",",,I","  208",",,I",,
"JA000047759","1951-07-03","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  234",",,I","  187",",,I",,
"JA000047759","1951-07-04","35.017","135.733","46.0","KYOTO, JA","  135",",,I",,,"  272",",,I","  187",",,I",,
"JA000047759","1951-07-05","35.017","135.733","46.0","KYOTO, JA","    3",",,I",,,"  289",",,I","  199",",,I",,
"JA000047759","1951-07-06","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  274",",,I","  177",",,I",,
"JA000047759","1951-07-07","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  300",",,I","  156",",,I",,
"JA000047759","1951-07-08","35.017","135.733","46.0","KYOTO, JA","  721",",,I",,,"  218",",,I","  194",",,I",,
"JA000047759","1951-07-09","35.017","135.733","46.0","KYOTO, JA","   16",",,I",,,"  327",",,I","  212",",,I",,
"JA000047759","1951-07-10","35.017","135.733","46.0","KYOTO, JA","    8",",,I",,,"  309",",,I","  232",",,I",,
"JA000047759","1951-07-11","35.017","135.733","46.0","KYOTO, JA","  946",",,I",,,"  308",",,I","  211",",,I",,
"JA000047759","1951-07-12","35.017","135.733","46.0","KYOTO, JA","  424",",,I",,,"  262",",,I","  213",",,I",,
"JA000047759","1951-07-13","35.017","135.733","46.0","KYOTO, JA","  265",",,I",,,"  266",",,I","  215",",,I",,
"JA000047759","1951-07-14","35.017","135.733","46.0","KYOTO, JA","  213",",,I",,,"  254",",,I","  216",",,I",,
"JA000047759","1951-07-15","35.017","135.733","46.0","KYOTO, JA"," 1117",",,I",,,"  256",",,I","  217",",,I",,
"JA000047759","1951-07-16","35.017","135.733","46.0","KYOTO, JA","  146",",,I",,,"  303",",,I","  215",",,I",,
"JA000047759","1951-07-17","35.017","135.733","46.0","KYOTO, JA","  185",",,I",,,"  240",",,I","  199",",,I",,
"JA000047759","1951-07-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  303",",,I","  199",",,I",,
"JA000047759","1951-07-19","35.017","135.733","46.0","KYOTO, JA","   28",",,I",,,"  306",",,I","  195",",,I",,
"JA000047759","1951-07-20","35.017","135.733","46.0","KYOTO, JA","    2",",,I",,,"  311",",,I","  215",",,I",,
"JA000047759","1951-07-21","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  332",",,I","  228",",,I",,
"JA000047759","1951-07-22","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  351",",,I","  218",",,I",,
"JA000047759","1951-07-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  355",",,I","  233",",,I",,
"JA000047759","1951-07-24","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  348",",,I","  219",",,I",,
"JA000047759","1951-07-25","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  342",",,I","  248",",,I",,
"JA000047759","1951-07-26","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  344",",,I","  232",",,I",,
"JA000047759","1951-07-27","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  363",",,I","  215",",,I",,
"JA000047759","1951-07-28","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  364",",,I","  225",",,I",,
"JA000047759","1951-07-29","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  376",",,I","  227",",,I",,
"JA000047759","1951-07-30","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  366",",,I","  234",",,I",,
