location,country_code,continent,species,lat,long,alt,year,bloom_date,bloom_doy,mean_tmax_early_spring,mean_tmin_early_spring,max_tmax_early_spring,min_tmin_early_spring,total_prcp_early_spring,chill_days_oct1_dec31,observed_gdd_to_bloom,chill_threshold_used,forcing_base_used,is_future
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2002,2002-03-18,77.0,8.343864864864866,0.9979189189189189,20.679,-10.221,93.19999999999999,42.0,186.09699999999998,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2003,2003-04-02,92.0,5.611432432432432,-1.4480270270270272,21.779,-11.421,97.3,12.0,98.18299999999999,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2004,2004-04-01,92.0,6.029666666666667,-0.7356666666666668,17.279,-8.921,194.10000000000002,31.0,70.09599999999999,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2005,2005-04-05,95.0,4.4938648648648645,-2.3453243243243245,17.579,-14.921,58.1,42.0,37.013999999999996,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2006,2006-04-21,111.0,2.801972972972973,-2.89127027027027,10.979,-8.821,133.5,41.0,20.026999999999997,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2007,2007-04-04,94.0,10.143864864864865,2.6830540540540544,16.879,-8.721,137.9,24.0,226.76099999999997,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2008,2008-03-29,89.0,9.105666666666666,1.0056666666666667,17.879,-5.221,85.0,35.0,151.78099999999998,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2009,2009-04-10,100.0,4.474945945945946,-1.549378378378378,14.579,-10.821,105.3,37.0,43.15099999999999,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2010,2010-04-08,98.0,3.4087297297297297,-2.022351351351351,15.679,-9.821,109.5,22.0,44.835,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2011,2011-03-31,90.0,7.131702702702702,0.05872972972972966,17.679,-8.121,65.9,40.0,106.852,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2012,2012-04-02,93.0,5.920333333333334,-1.9756666666666665,19.879,-19.521,80.5,17.0,97.094,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2013,2013-04-17,107.0,4.254675675675675,-1.2831621621621623,16.379,-11.321,119.8,23.0,54.45099999999999,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2014,2014-03-25,84.0,9.227648648648648,1.8317027027027026,18.279,-3.721,130.89999999999998,40.0,136.553,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2015,2015-04-11,101.0,6.8344054054054055,-0.3980270270270271,16.579,-5.521,93.1,21.0,62.47,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2016,2016-04-06,97.0,7.177666666666666,0.8590000000000001,15.679,-7.321,226.7,16.0,86.63899999999998,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2017,2017-03-26,85.0,6.734072463768116,-0.341,20.179,-10.721,104.2,38.0,109.15200000000002,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2018,2018-04-08,98.0,6.631702702702702,0.9992702702702703,15.679,-11.321,171.2,34.0,116.90999999999998,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2019,2019-03-27,86.0,8.249270270270271,0.42359459459459453,19.479,-6.121,86.3,28.0,135.29399999999998,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2020,2020-03-17,77.0,10.139,1.795,18.779,-4.721,129.5,26.0,199.36599999999999,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2021,2021-03-28,87.0,7.642513513513513,0.2857567567567567,19.579,-12.121,184.1,28.0,148.95200000000003,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2022,2022-03-26,85.0,8.542513513513512,-0.0493783783783784,18.479,-5.921,68.1,36.0,111.802,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2023,2023-03-29,88.0,8.242513513513513,1.041162162162162,23.179,-6.321,80.39999999999999,20.0,150.673,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2024,2024-03-20,80.0,9.248333333333331,2.416333333333333,17.579,-9.121,144.9,20.0,220.769,4.3,4.0,False
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2025,2025-03-27,86.0,8.173594594594595,0.47359459459459446,18.479,-6.621,126.3,32.0,128.323,4.3,4.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1974,1974-04-09,99.0,8.937324324324324,0.6359729729729728,18.313,-3.987,175.5,19.0,76.601,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1975,1975-04-10,100.0,8.88191891891892,0.7508378378378378,17.813000000000002,-3.787,103.5,4.0,71.653,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1976,1976-04-08,99.0,10.310333333333334,1.6049999999999998,18.013,-3.287,177.5,8.0,132.73299999999998,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1977,1977-04-03,93.0,8.66164864864865,-0.34645945945945955,21.113000000000003,-6.987,67.5,8.0,90.123,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1978,1978-04-14,104.0,9.080567567567568,0.8846216216216215,19.313,-5.187,71.5,3.0,76.64,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1979,1979-04-07,97.0,11.377864864864865,2.4062432432432432,17.913,-1.687,187.0,5.0,158.189,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1980,1980-04-11,102.0,8.854333333333333,0.5249999999999999,16.813000000000002,-3.887,196.0,3.0,60.488,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1981,1981-04-09,99.0,8.179216216216215,-0.04645945945945953,16.713,-6.687,123.0,13.0,52.07300000000001,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1982,1982-04-03,93.0,9.45489189189189,0.8508378378378378,17.513,-4.487,113.0,6.0,86.55299999999998,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1983,1983-04-09,99.0,9.510297297297297,0.9819189189189188,15.713,-3.687,175.5,4.0,70.64399999999999,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1984,1984-04-18,109.0,6.622333333333333,-0.8483333333333334,12.713,-5.087,124.0,13.0,9.780000000000001,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1985,1985-04-09,99.0,8.906243243243242,1.3805675675675675,15.713,-4.787,198.5,9.0,79.294,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1986,1986-04-12,102.0,8.24408108108108,-0.054567567567567525,19.713,-3.787,99.0,14.0,56.66000000000001,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1987,1987-04-05,95.0,9.819756756756757,1.7332702702702703,20.413,-2.1870000000000003,147.5,3.0,115.396,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1988,1988-04-15,106.0,9.694333333333335,1.449,18.613000000000003,-2.487,104.0,2.0,89.309,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1989,1989-04-03,93.0,11.037324324324326,3.285972972972973,19.413,-1.387,363.5,5.0,181.778,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1990,1990-03-29,88.0,10.54434328358209,2.132402985074627,19.213,-3.687,224.3,2.0,125.76100000000001,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1991,1991-04-07,97.0,9.398714285714284,1.4387142857142858,19.913,-3.987,182.1,3.0,80.43366666666665,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1992,1992-04-03,94.0,10.83657142857143,1.8601428571428573,21.313,-1.487,101.6,4.0,118.16049999999998,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1993,1993-04-07,97.0,10.456478260869565,1.4580819672131147,21.313,-1.987,171.3,2.0,95.46423809523812,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1994,1994-04-09,99.0,9.429891891891891,0.856939393939394,17.413,-1.887,103.30000000000001,5.0,57.892333333333326,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1995,1995-04-09,99.0,9.555567567567568,0.9849696969696969,16.713,-1.687,75.0,3.0,63.18216666666666,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1996,1996-04-12,103.0,8.937666666666665,0.17120895522388038,21.013,-3.087,124.19999999999999,7.0,55.6185,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1997,1997-04-07,97.0,10.537324324324326,0.8297857142857143,22.213,-5.487,71.0,5.0,97.14666666666666,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1998,1998-04-01,91.0,11.029216216216216,1.767861111111111,19.813,-2.1870000000000003,153.6,3.0,135.0045,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,1999,1999-04-04,94.0,10.419849315068495,1.2073589743589745,19.113000000000003,-4.187,201.60000000000002,0.0,108.72066666666669,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2000,2000-04-09,100.0,9.567000000000002,0.7404647887323943,17.313000000000002,-2.287,107.6,6.0,69.2435,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2001,2001-04-06,96.0,9.402864864864865,0.3429999999999999,19.213,-3.787,252.0,5.0,54.965999999999994,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2002,2002-04-01,91.0,11.433945945945945,1.0323548387096775,20.313,-2.787,162.89999999999998,8.0,134.91233333333332,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2003,2003-04-08,98.0,9.065739726027399,0.49656164383561646,16.713,-3.987,192.4,6.0,40.34100000000001,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2004,2004-04-01,92.0,10.935,0.9309999999999998,20.013,-3.387,76.1,4.0,111.797,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2007,2007-04-07,97.0,11.905567567567568,1.492285714285714,22.813,-2.387,119.69999999999999,2.0,133.62683333333334,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2008,2008-04-04,95.0,9.550333333333334,0.8310000000000002,19.913,-2.1870000000000003,139.9,1.0,74.11233333333332,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2009,2009-04-05,95.0,10.673135135135137,1.7900270270270264,17.813000000000002,-1.887,307.1,5.0,114.65566666666666,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2010,2010-04-05,95.0,10.810972972972975,1.4129999999999998,22.113000000000003,-2.487,237.70000000000002,8.0,152.1746666666667,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2011,2011-04-09,99.0,9.940702702702703,0.2284761904761904,20.713,-3.887,127.5,7.0,88.283,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2012,2012-04-10,101.0,8.804901408450705,0.981,16.313000000000002,-3.487,224.5,9.0,63.90350000000001,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2013,2013-04-03,93.0,9.627189189189188,0.2101014492753623,23.413,-2.287,175.4,14.0,78.63383333333331,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2014,2014-04-04,94.0,9.50489189189189,0.8637142857142858,18.113000000000003,-1.487,152.4,9.0,82.60816666666668,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2015,2015-04-03,93.0,9.50354054054054,1.638675675675676,15.913,-1.687,244.99999999999997,11.0,78.61316666666667,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2016,2016-04-04,95.0,11.483945945945946,1.8876376811594204,21.813,-4.087,227.4,0.0,164.86133333333333,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2017,2017-04-09,99.0,10.085972972972973,1.170142857142857,16.613000000000003,-2.6870000000000003,105.1,4.0,80.23995238095237,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2018,2018-03-30,89.0,10.028540540540542,0.6094285714285714,23.313,-3.587,158.39999999999998,9.0,111.17166666666668,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2019,2019-04-05,95.0,10.908945945945948,2.3771891891891888,18.013,-0.887,120.3,4.0,142.41500000000002,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2020,2020-04-01,92.0,12.021,3.4254378109452737,21.313,-1.0870000000000002,148.7,0.0,213.461,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2021,2021-03-26,85.0,12.15440625,2.4981562499999996,21.213,-4.087,198.5,5.0,181.0115,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2022,2022-04-01,91.0,10.030808219178082,1.1349178082191782,22.413,-1.787,80.9,5.0,88.443,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2023,2023-03-25,84.0,11.669081081081082,1.7499565217391302,24.713,-3.987,87.6,10.0,183.26399999999998,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2024,2024-04-04,95.0,11.293000000000001,2.159666666666667,19.813,-1.287,238.2,4.0,168.71999999999997,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2025,2025-04-04,94.0,9.827285714285713,2.385857142857143,19.313,-3.287,77.0,4.0,121.848,5.0,5.0,False
newyorkcity,US,North America,Prunus x yedoensis,40.7304,-73.99809,8.5,2024,2024-03-28,88.0,7.913583333333334,1.5269166666666665,22.16425,-7.13575,329.5,12.0,120.2845,5.0,5.0,False
newyorkcity,US,North America,Prunus x yedoensis,40.7304,-73.99809,8.5,2025,2025-04-04,94.0,5.639925675675676,-1.1519662162162163,19.36425,-10.53575,118.3,21.0,60.9135,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1974,1974-04-03,93.0,11.113136486486486,1.438812162162162,26.72665,-7.77335,108.7,18.0,204.84924999999998,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1975,1975-04-03,93.0,9.253677027027027,0.45637972972972973,24.42665,-7.77335,164.4,15.0,122.3594,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1976,1976-03-23,83.0,10.765316666666665,0.3359833333333334,28.32665,-11.67335,146.1,16.0,218.98935000000003,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1977,1977-03-26,85.0,7.622595945945946,-3.089566216216216,23.32665,-16.67335,78.0,37.0,155.36625,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1978,1978-04-12,102.0,4.463136486486487,-3.153079729729729,17.82665,-12.17335,226.89999999999998,20.0,33.316500000000005,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1979,1979-04-02,92.0,5.933406756756757,-2.1409175675675676,20.02665,-14.37335,341.59999999999997,12.0,87.1896,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1980,1980-04-06,97.0,7.17465,-0.9053499999999999,22.82665,-9.97335,147.6,15.0,83.01955,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1981,1981-04-03,93.0,8.94556891891892,-0.5517283783783783,24.42665,-11.67335,92.10000000000001,19.0,154.73605,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1982,1982-04-07,97.0,6.369893243243244,-2.669295945945946,21.12665,-20.57335,175.3,26.0,78.76295,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1983,1983-04-07,97.0,9.399622972972974,0.5739472972972972,27.82665,-8.87335,169.3,19.0,128.78935,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1984,1984-04-03,94.0,7.259983333333333,-1.1680166666666665,21.72665,-16.07335,166.6,20.0,103.06954999999998,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1985,1985-04-07,97.0,7.1901635135135145,-1.8314581081081083,25.62665,-19.97335,137.9,13.0,117.21294999999999,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1986,1986-04-02,92.0,6.765839189189189,-1.3855121621621622,23.32665,-11.07335,167.9,21.0,88.3363,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1987,1987-03-28,87.0,7.2347581081081085,-1.342268918918919,23.92665,-13.87335,191.5,24.0,57.15305,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1988,1988-03-31,91.0,7.1319833333333325,-2.3066833333333334,21.12665,-12.17335,166.0,21.0,87.73960000000001,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1989,1989-03-29,88.0,8.032055405405405,-0.3409175675675675,23.92665,-7.77335,171.89999999999998,15.0,76.7495,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1990,1990-03-15,74.0,13.095568918918918,2.2185418918918924,31.72665,-9.97335,110.30000000000001,36.0,260.2325,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1991,1991-03-29,88.0,10.090163513513513,0.6888121621621622,22.22665,-8.27335,122.1,9.0,148.23935,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1992,1992-04-07,98.0,9.741316666666666,0.38131666666666664,22.82665,-9.97335,161.0,23.0,136.416,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1993,1993-04-11,101.0,7.34692027027027,-1.2395662162162162,18.32665,-11.67335,233.6,22.0,53.11625,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1994,1994-04-05,95.0,5.914487837837838,-3.065241891891892,22.82665,-19.97335,306.7,22.0,57.203050000000005,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1995,1995-04-02,92.0,8.195568918918918,-0.6382148648648649,24.42665,-13.87335,176.8,8.0,117.19290000000001,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1996,1996-04-04,95.0,6.543983333333332,-2.2520166666666666,22.22665,-14.97335,207.4,39.0,107.53960000000001,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1997,1997-03-26,85.0,9.999622972972972,1.1942175675675677,25.02665,-11.67335,186.7,22.0,191.73935000000003,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1998,1998-03-27,86.0,10.017190540540541,2.2131364864864866,22.22665,-7.77335,332.0,23.0,153.34595000000002,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,1999,1999-04-05,95.0,8.610433783783783,-0.3855121621621622,23.32665,-8.87335,267.40000000000003,12.0,109.37944999999999,5.0,5.0,False
